Time(ms),Sensor,AQI,TVOC,ECO2,Rs0,Rs1,Rs2,Rs3,Temp(C),Humidity(%)
100935996,0,2,204,699,252906,1,623698,54496,37.87,35.63
100935997,1,2,175,661,336638,1,934596,52879,37.87,35.63
100935999,2,2,197,689,289570,1,955708,58769,37.87,35.63
100936000,3,2,201,694,374257,1,915809,58789,37.87,35.63
100936002,4,2,196,689,338122,1,965461,53546,37.87,35.63
100939020,0,2,200,693,253162,1,617606,54774,37.86,35.67
100939021,1,2,175,661,342847,1,926408,52897,37.86,35.67
100939023,2,2,203,697,293417,1,954415,58333,37.86,35.67
100939024,3,2,194,686,382193,1,913642,59228,37.86,35.67
100939026,4,2,176,663,338580,1,934596,54867,37.86,35.67
100942044,0,2,208,703,252136,1,624543,54294,37.86,35.72
100942045,1,2,188,679,336524,1,938400,52027,37.86,35.72
100942047,2,2,190,680,289668,1,939035,59288,37.86,35.72
100942048,3,2,189,679,376289,1,915809,59610,37.86,35.72
100942050,4,2,182,670,341573,1,957327,54496,37.86,35.72
100945066,0,2,193,685,250266,1,625600,55221,37.85,35.69
100945067,1,2,179,666,342036,1,956031,52647,37.85,35.69
100945069,2,2,191,682,290453,1,952801,59168,37.85,35.69
100945070,3,2,187,676,371984,1,892855,59772,37.85,35.69
100945072,4,2,181,669,334367,1,934280,54533,37.85,35.69
100948090,0,2,200,694,249927,1,606831,54755,37.88,35.76
100948091,1,2,204,697,338580,1,931123,51102,37.88,35.76
100948093,2,2,187,676,292525,1,938400,59489,37.88,35.76
100948094,3,2,214,710,372362,1,927349,57900,37.88,35.76
100948096,4,2,187,677,338122,1,974324,54147,37.88,35.76
100951112,0,2,184,673,254882,1,633698,55860,37.85,35.72
100951113,1,2,180,668,342847,1,920781,52540,37.85,35.72
100951115,2,2,198,690,293517,1,939989,58709,37.85,35.72
100951116,3,2,205,699,375018,1,921405,58511,37.85,35.72
100951118,4,2,197,690,332561,1,960572,53491,37.85,35.72
100954136,0,2,200,693,244572,1,615727,54774,37.85,35.76
100954137,1,2,182,670,339728,1,950868,52452,37.85,35.76
100954139,2,2,190,681,291438,1,931123,59248,37.85,35.76
100954140,3,2,203,696,370853,1,917981,58650,37.85,35.76
100954142,4,2,203,697,339843,1,958623,53130,37.85,35.76
100957158,0,2,192,683,246233,1,622643,55295,37.84,35.73
100957159,1,2,185,675,346932,1,916739,52221,37.84,35.73
100957161,2,2,201,694,292030,1,940626,58491,37.84,35.73
100957162,3,2,192,684,373245,1,931438,59368,37.84,35.73
100957164,4,2,183,671,328979,1,949261,54441,37.84,35.73
100960182,0,3,224,722,252051,1,618443,53311,37.85,35.70
100960183,1,2,180,668,340995,1,936179,52558,37.85,35.70
100960185,2,2,186,675,289962,1,959273,59570,37.85,35.70
100960186,3,2,200,694,371229,1,907478,58809,37.85,35.70
100960188,4,2,192,684,339383,1,919536,53800,37.85,35.70
100963204,0,2,208,703,255487,1,623698,54294,37.88,35.70
100963205,1,2,189,679,337208,1,912714,51992,37.88,35.70
100963207,2,2,192,684,289570,1,927349,59088,37.88,35.70
100963208,3,2,186,676,371355,1,931123,59812,37.88,35.70
100963210,4,2,199,692,334254,1,935546,53365,37.88,35.70
100966228,0,2,197,689,255055,1,633484,54997,37.90,35.70
100966229,1,2,185,674,345643,1,930178,52274,37.90,35.70
100966231,2,2,205,700,295610,1,937447,58195,37.90,35.70
100966232,3,2,209,705,385050,1,921405,58195,37.90,35.70
100966234,4,2,172,657,335273,1,966115,55164,37.90,35.70
100969252,0,2,199,692,252906,1,628784,54867,37.85,35.69
100969253,1,2,177,664,346111,1,928605,52772,37.85,35.69
100969255,2,2,173,658,290060,1,936496,60504,37.85,35.69
100969256,3,2,187,677,382452,1,908707,59731,37.85,35.69
100969258,4,2,177,663,335841,1,956355,54848,37.85,35.69
100972274,0,2,172,657,251795,1,639516,56698,37.87,35.67
100972275,1,2,199,691,341920,1,948297,51397,37.87,35.67
100972277,2,2,205,700,292030,1,936813,58195,37.87,35.67
100972278,3,2,188,679,388059,1,917360,59650,37.87,35.67
100972280,4,2,197,690,330989,1,968079,53491,37.87,35.67
100975298,0,2,206,700,249843,1,620749,54404,37.84,35.73
100975299,1,2,201,695,345526,1,925781,51223,37.84,35.73
100975301,2,2,186,675,294113,1,942857,59570,37.84,35.73
100975302,3,2,186,676,378845,1,915809,59812,37.84,35.73
100975304,4,2,180,668,337208,1,949582,54626,37.84,35.73
100978320,0,2,194,685,246066,1,622011,55202,37.88,35.68
100978321,1,2,210,706,338122,1,933016,50706,37.88,35.68
100978323,2,2,209,704,289962,1,958623,57939,37.88,35.68
100978324,3,2,197,690,370853,1,917360,59008,37.88,35.68
100978326,4,2,182,671,331213,1,931123,54460,37.88,35.68
100981344,0,2,195,687,253334,1,616353,55127,37.88,35.67
100981345,1,2,192,683,338810,1,941581,51816,37.88,35.67
100981347,2,2,187,676,288689,1,939353,59489,37.88,35.67
100981348,3,2,200,694,373751,1,918913,58809,37.88,35.67
100981350,4,2,182,670,334480,1,940944,54478,37.88,35.67
100984366,0,2,196,688,251114,1,636277,55034,37.88,35.60
100984367,1,2,192,684,341111,1,928291,51781,37.88,35.60
100984369,2,2,189,679,289178,1,945733,59328,37.88,35.60
100984370,3,2,206,701,374130,1,923590,58392,37.88,35.60
100984372,4,2,166,649,337322,1,938082,55614,37.88,35.60
100987390,0,2,192,684,252734,1,628997,55277,37.88,35.66
100987391,1,2,188,679,331213,1,934280,52027,37.88,35.66
100987393,2,2,194,686,292525,1,943176,58968,37.88,35.66
100987394,3,2,213,709,377565,1,915809,57939,37.88,35.66
100987396,4,2,168,652,330206,1,944134,55426,37.88,35.66
100990412,0,2,204,698,250690,1,640165,54533,37.85,35.66
100990413,1,2,181,669,337322,1,924529,52505,37.85,35.66
100990415,2,2,175,661,295310,1,944773,60382,37.85,35.66
100990416,3,2,206,700,373371,1,943176,58451,37.85,35.66
100990418,4,2,177,664,338810,1,957003,54792,37.85,35.66
100993436,0,2,205,700,250860,1,629210,54441,37.89,35.66
100993437,1,2,181,669,341804,1,936496,52487,37.89,35.66
100993439,2,2,190,680,292525,1,937130,59268,37.89,35.66
100993440,3,2,204,698,384920,1,933016,58550,37.89,35.66
100993442,4,2,162,643,333688,1,948297,55916,37.89,35.66
100996458,0,2,189,679,250690,1,612817,55520,37.83,35.63
100996459,1,2,191,682,338351,1,935862,51869,37.83,35.63
100996461,2,2,177,664,293517,1,953124,60198,37.83,35.63
100996462,3,2,203,697,369474,1,916739,58630,37.83,35.63
100996464,4,2,183,672,336638,1,923590,54404,37.83,35.63
100999482,0,2,217,714,251114,1,621170,53709,37.85,35.70
100999483,1,2,191,681,338924,1,934596,51887,37.85,35.70
100999485,2,2,184,672,291833,1,956031,59711,37.85,35.70
100999486,3,2,188,678,376162,1,912714,59691,37.85,35.70
100999488,4,2,190,681,335160,1,945733,53946,37.85,35.70
101002506,0,2,194,685,252307,1,618024,55183,37.87,35.68
101002507,1,2,179,666,342615,1,929549,52647,37.87,35.68
101002509,2,2,178,665,285386,1,927977,60117,37.87,35.68
101002510,3,2,199,692,379487,1,904412,58868,37.87,35.68
101002512,4,2,187,677,342615,1,923590,54129,37.87,35.68
101005528,0,2,196,688,254968,1,624120,55034,37.86,35.69
101005529,1,2,186,675,348462,1,923903,52204,37.86,35.69
101005531,2,2,183,672,290945,1,930178,59731,37.86,35.69
101005532,3,2,197,690,364753,1,928920,58274,37.86,35.69
101005534,4,2,174,659,328979,1,943814,55053,37.86,35.69
101008552,0,2,215,712,250690,1,621170,53836,37.88,35.65
101008553,1,2,164,646,345292,1,957327,53636,37.88,35.65
101008555,2,2,190,681,292624,1,945093,59248,37.88,35.65
101008556,3,2,193,685,370100,1,930178,59308,37.88,35.65
101008558,4,2,191,682,336182,1,954415,53891,37.88,35.65
101011574,0,2,189,680,254882,1,622011,55483,37.85,35.68
101011575,1,2,212,708,335841,1,936179,50620,37.85,35.68
101011577,2,2,197,690,290552,1,939035,58729,37.85,35.68
101011578,3,2,208,703,369725,1,934280,58293,37.85,35.68
101011580,4,2,192,683,329090,1,968079,53818,37.85,35.68
101014598,0,2,195,687,250012,1,622643,55090,37.84,35.71
101014599,1,2,181,669,340304,1,927977,52487,37.84,35.71
101014601,2,2,183,672,294512,1,921717,59731,37.84,35.71
101014602,3,2,186,675,390166,1,936179,59832,37.84,35.71
101014604,4,2,191,682,337208,1,937447,53891,37.84,35.71
101017620,0,2,205,699,249420,1,626024,54460,37.84,35.70
101017621,1,2,199,691,337665,1,948939,51397,37.84,35.70
101017623,2,2,191,681,290159,1,957003,59208,37.84,35.70
101017624,3,2,210,705,378845,1,932700,58155,37.84,35.70
101017626,4,2,192,683,335500,1,937130,53818,37.84,35.70
101020644,0,2,219,716,251625,1,626660,53600,37.82,35.74
101020645,1,2,209,704,339613,1,943495,50792,37.82,35.74
101020647,2,2,184,672,288299,1,951190,59711,37.82,35.74
101020648,3,2,192,683,373624,1,912097,59409,37.82,35.74
101020650,4,2,163,645,326870,1,936813,55803,37.82,35.74
101023668,0,2,180,668,253334,1,635416,56106,37.79,35.77
101023669,1,2,200,694,336752,1,921093,51293,37.79,35.77
101023671,2,2,195,687,288201,1,940307,58888,37.79,35.77
101023672,3,2,209,705,371481,1,901661,58195,37.79,35.77
101023674,4,2,194,685,340073,1,936179,53709,37.79,35.77
101026692,0,2,207,702,252649,1,625177,54331,37.78,35.77
101026693,1,2,195,687,340534,1,934596,51624,37.78,35.77
101026695,2,2,194,686,292624,1,962525,58968,37.78,35.77
101026696,3,2,199,693,370978,1,937765,58868,37.78,35.77
101026698,4,2,188,678,331437,1,957003,54092,37.78,35.77
101029714,0,2,192,684,254537,1,620329,55277,37.83,35.83
101029715,1,2,176,662,340534,1,931754,52826,37.83,35.83
101029717,2,2,199,692,293020,1,940944,58610,37.83,35.83
101029718,3,2,189,679,377948,1,892552,59630,37.83,35.83
101029720,4,2,183,671,334593,1,969390,54441,37.83,35.83
101032738,0,3,225,723,251284,1,613232,53275,37.79,35.77
101032739,1,2,188,678,342615,1,955061,52062,37.79,35.77
101032741,2,2,164,646,290453,1,947014,61246,37.79,35.77
101032742,3,3,223,720,367355,1,942538,57335,37.79,35.77
101032744,4,2,189,679,332786,1,948618,54019,37.79,35.77
101035762,0,2,203,697,256526,1,622222,54570,37.80,35.82
101035763,1,2,179,666,339613,1,942219,52647,37.80,35.82
101035765,2,2,206,701,289668,1,953769,58116,37.80,35.82
101035766,3,2,199,692,371355,1,934280,58908,37.80,35.82
101035768,4,2,197,689,335273,1,949903,53528,37.80,35.82
101038784,0,2,203,697,250690,1,636924,54570,37.78,35.78
101038785,1,2,186,676,344709,1,928605,52168,37.78,35.78
101038787,2,2,190,680,287519,1,961223,59288,37.78,35.78
101038788,3,2,161,642,375780,1,909938,61725,37.78,35.78
101038790,4,2,186,675,336638,1,933648,54220,37.78,35.78
101041808,0,2,197,689,252906,1,633913,54978,37.84,35.79
101041809,1,2,206,700,348462,1,927035,50964,37.84,35.79
101041811,2,2,186,675,293318,1,941900,59570,37.84,35.79
101041812,3,2,210,706,373119,1,933648,58136,37.84,35.79
101041814,4,2,195,687,338466,1,951190,53655,37.84,35.79
101044830,0,2,202,696,253591,1,619909,54663,37.83,35.75
101044831,1,2,187,676,340765,1,915189,52133,37.83,35.75
101044833,2,2,185,674,294811,1,940626,59630,37.83,35.75
101044834,3,2,205,700,374384,1,921405,58471,37.83,35.75
101044836,4,2,182,670,337893,1,953124,54515,37.83,35.75
101047854,0,2,190,681,256787,1,624965,55426,37.82,35.72
101047855,1,2,192,683,340649,1,946053,51816,37.82,35.72
101047857,2,2,182,670,288006,1,933648,59832,37.82,35.72
101047858,3,2,210,706,370853,1,925468,58136,37.82,35.72
101047860,4,2,188,678,338122,1,955708,54074,37.82,35.72
101050876,0,2,198,690,252906,1,630276,54941,37.80,35.76
101050877,1,2,194,686,344825,1,936813,51676,37.80,35.76
101050879,2,2,169,653,292129,1,925781,60812,37.80,35.76
101050880,3,2,181,669,371104,1,927035,60198,37.80,35.76
101050882,4,2,181,669,336752,1,920470,54552,37.80,35.76
101053900,0,2,200,694,250266,1,622854,54755,37.85,35.80
101053901,1,2,182,670,345292,1,941581,52434,37.85,35.80
101053903,2,2,180,668,291339,1,939671,59974,37.85,35.80
101053904,3,2,194,686,372993,1,920470,59228,37.85,35.80
101053906,4,2,171,655,335614,1,935862,55277,37.85,35.80
101056922,0,3,227,726,254279,1,625600,53112,37.79,35.71
101056923,1,2,175,661,345292,1,934596,52915,37.79,35.71
101056925,2,2,188,677,289766,1,945733,59429,37.79,35.71
101056926,3,2,193,685,383619,1,931754,59288,37.79,35.71
101056928,4,2,183,672,337436,1,937765,54404,37.79,35.71
101059946,0,2,196,688,251199,1,628784,55053,37.83,35.74
101059947,1,2,184,673,339843,1,945413,52310,37.83,35.74
101059949,2,2,187,676,294612,1,947014,59489,37.83,35.74
101059950,3,2,214,711,368226,1,917049,57861,37.83,35.74
101059952,4,2,181,669,335614,1,938082,54552,37.83,35.74
101062968,0,2,205,699,252563,1,631771,54460,37.81,35.66
101062969,1,2,181,669,340534,1,949582,52505,37.81,35.66
101062971,2,2,196,689,293616,1,942219,58809,37.81,35.66
101062972,3,2,203,697,372110,1,933648,58610,37.81,35.66
101062974,4,2,185,674,328422,1,954738,54312,37.81,35.66
101065992,0,2,219,717,255919,1,614270,53582,37.83,35.70
101065993,1,2,192,683,349762,1,924216,51834,37.83,35.70
101065995,2,2,175,661,289570,1,931438,60361,37.83,35.70
101065996,3,2,188,679,371606,1,919225,59650,37.83,35.70
101065998,4,2,187,677,331662,1,954415,54147,37.83,35.70
101069016,0,2,205,699,251966,1,627934,54478,37.84,35.69
101069017,1,2,192,683,338466,1,927035,51816,37.84,35.69
101069019,2,2,198,691,291833,1,940944,58669,37.84,35.69
101069020,3,3,221,719,377182,1,918292,57432,37.84,35.69
101069022,4,2,188,678,334027,1,950547,54074,37.84,35.69
101072038,0,2,197,689,254537,1,621590,54978,37.84,35.70
101072039,1,2,182,671,342963,1,937447,52416,37.84,35.70
101072041,2,2,180,668,289472,1,943495,59954,37.84,35.70
101072042,3,2,191,682,373877,1,903800,59469,37.84,35.70
101072044,4,2,178,664,333350,1,935229,54792,37.84,35.70
101075062,0,2,209,704,250945,1,628572,54220,37.79,35.73
101075063,1,2,189,680,344009,1,929549,51974,37.79,35.73
101075065,2,2,198,691,292822,1,948618,58669,37.79,35.73
101075066,3,2,193,684,370727,1,924842,59328,37.79,35.73
101075068,4,2,171,655,337208,1,941262,55277,37.79,35.73
101078084,0,2,212,708,255660,1,623487,54019,37.81,35.70
101078085,1,2,172,657,343660,1,946373,53095,37.81,35.70
101078087,2,2,182,670,289962,1,939671,59853,37.81,35.70
101078088,3,2,207,702,374891,1,923278,58353,37.81,35.70
101078090,4,2,176,663,334254,1,920470,54867,37.81,35.70
101081108,0,2,193,685,254882,1,623909,55221,37.83,35.67
101081109,1,2,195,687,344475,1,937765,51624,37.83,35.67
101081111,2,2,196,689,292030,1,951512,58809,37.83,35.67
101081112,3,2,196,688,374637,1,931123,59108,37.83,35.67
101081114,4,2,188,678,331886,1,917670,54110,37.83,35.67
101084130,0,2,207,702,250435,1,625389,54331,37.81,35.68
101084131,1,2,211,707,338122,1,937130,50672,37.81,35.68
101084133,2,2,207,701,289570,1,928291,58116,37.81,35.68
101084134,3,3,227,726,377054,1,919847,57063,37.81,35.68
101084136,4,2,210,706,338695,1,929863,52701,37.81,35.68
101087154,0,2,189,679,253849,1,612817,55502,37.80,35.69
101087155,1,2,196,688,354409,1,919225,51589,37.80,35.69
101087157,2,2,184,673,291438,1,981274,59691,37.80,35.69
101087158,3,2,212,708,374891,1,920158,58018,37.80,35.69
101087160,4,2,200,694,331886,1,964481,53293,37.80,35.69
101090176,0,2,202,696,258181,1,612195,54663,37.81,35.70
101090177,1,2,174,660,341342,1,948618,52933,37.81,35.70
101090179,2,2,173,659,290748,1,944773,60504,37.81,35.70
101090180,3,2,191,681,375272,1,914260,59489,37.81,35.70
101090182,4,2,181,669,331213,1,949903,54570,37.81,35.70
101093200,0,2,201,694,252051,1,626660,54718,37.81,35.72
101093201,1,2,207,702,343079,1,931438,50912,37.81,35.72
101093203,2,2,194,685,287909,1,957651,59008,37.81,35.72
101093204,3,2,193,684,368975,1,909630,59348,37.81,35.72
101093206,4,2,193,684,335273,1,943814,53764,37.81,35.72
101096222,0,2,211,706,253849,1,629210,54110,37.81,35.70
101096223,1,2,189,679,340880,1,940944,52010,37.81,35.70
101096225,2,2,194,686,288006,1,944134,58948,37.81,35.70
101096226,3,2,204,698,370226,1,917670,58570,37.81,35.70
101096228,4,2,182,670,329201,1,946053,54515,37.81,35.70
101099246,0,2,196,688,249167,1,629849,55071,37.87,35.72
101099247,1,2,186,675,345643,1,947014,52186,37.87,35.72
101099249,2,2,194,685,293616,1,949903,59008,37.87,35.72
101099250,3,2,189,679,376799,1,931754,59610,37.87,35.72
101099252,4,2,194,686,334480,1,943814,53691,37.87,35.72
101102270,0,2,218,715,255400,1,624965,53673,37.87,35.70
101102271,1,2,179,666,337322,1,932385,52647,37.87,35.70
101102273,2,2,179,667,291734,1,938717,60035,37.87,35.70
101102274,3,2,192,683,378973,1,922965,59389,37.87,35.70
101102276,4,2,172,657,333124,1,958623,55183,37.87,35.70
101105292,0,2,203,697,249420,1,631771,54589,37.84,35.67
101105293,1,2,207,702,342963,1,923903,50912,37.84,35.67
101105295,2,2,186,676,289962,1,927035,59529,37.84,35.67
101105296,3,2,194,686,373624,1,909938,59248,37.84,35.67
101105298,4,2,192,684,333463,1,943814,53800,37.84,35.67
101108316,0,2,184,673,252649,1,620119,55860,37.85,35.69
101108317,1,2,169,653,345292,1,941262,53329,37.85,35.69
101108319,2,2,202,696,292030,1,944773,58412,37.85,35.69
101108320,3,2,208,703,373877,1,916739,58274,37.85,35.69
101108322,4,2,179,666,337322,1,940626,54718,37.85,35.69
101111338,0,2,184,673,253077,1,627296,55822,37.81,35.68
101111339,1,2,194,686,346463,1,930178,51659,37.81,35.68
101111341,2,2,180,668,296211,1,933648,59995,37.81,35.68
101111342,3,2,207,702,371104,1,941262,58353,37.81,35.68
101111344,4,2,178,665,338466,1,944773,54774,37.81,35.68
101114362,0,2,175,661,250520,1,631130,56468,37.80,35.72
101114363,1,2,173,659,345292,1,944454,53005,37.80,35.72
101114365,2,2,184,673,293417,1,938400,59691,37.80,35.72
101114366,3,2,194,685,368600,1,922965,59288,37.80,35.72
101114368,4,2,176,663,337893,1,939035,54885,37.80,35.72
101117384,0,2,203,697,253077,1,615727,54607,37.83,35.74
101117385,1,2,194,685,345526,1,944773,51711,37.83,35.74
101117387,2,2,202,695,293318,1,939671,58451,37.83,35.74
101117388,3,2,204,698,383100,1,922029,58550,37.83,35.74
101117390,4,2,170,655,332674,1,921405,55295,37.83,35.74
101120408,0,2,169,653,254021,1,619909,56909,37.80,35.72
101120409,1,2,172,657,341920,1,939035,53112,37.80,35.72
101120411,2,2,192,683,292228,1,939989,59128,37.80,35.72
101120412,3,2,187,677,381289,1,905637,59731,37.80,35.72
101120414,4,2,176,663,334706,1,930178,54867,37.80,35.72
101123430,0,2,207,701,252307,1,629423,54367,37.83,35.79
101123431,1,2,178,665,340765,1,942219,52701,37.83,35.79
101123433,2,2,182,670,288299,1,925781,59853,37.83,35.79
101123434,3,2,176,663,375907,1,931754,60566,37.83,35.79
101123436,4,2,172,657,327202,1,947335,55202,37.83,35.79
101126454,0,2,192,683,249420,1,618443,55333,37.83,35.71
101126455,1,2,196,688,347755,1,942538,51589,37.83,35.71
101126457,2,2,204,698,291142,1,937130,58313,37.83,35.71
101126458,3,2,191,682,370853,1,936496,59449,37.83,35.71
101126460,4,2,203,696,335387,1,941262,53166,37.83,35.71
101129476,0,2,213,709,252563,1,628997,53982,37.83,35.72
101129477,1,2,171,655,340304,1,941581,53202,37.83,35.72
101129479,2,2,210,705,289766,1,928291,57900,37.83,35.72
101129480,3,2,183,672,372488,1,939671,60035,37.83,35.72
101129482,4,2,184,673,335841,1,949903,54367,37.83,35.72
101132500,0,2,199,692,252991,1,628572,54829,37.79,35.70
101132501,1,2,192,683,344126,1,927035,51816,37.79,35.70
101132503,2,2,191,681,290552,1,955708,59208,37.79,35.70
101132504,3,2,200,693,371984,1,924529,58868,37.79,35.70
101132506,4,2,193,684,327756,1,923278,53800,37.79,35.70
101135524,0,2,177,664,250690,1,632627,56315,37.84,35.70
101135525,1,2,205,700,343776,1,936179,50999,37.84,35.70
101135527,2,2,188,678,296412,1,954415,59429,37.84,35.70
101135528,3,2,185,674,380001,1,914260,59893,37.84,35.70
101135530,4,2,187,677,334141,1,947655,54165,37.84,35.70
101138546,0,2,210,705,251795,1,617188,54165,37.81,35.72
101138547,1,2,171,656,340073,1,948297,53148,37.81,35.72
101138549,2,2,180,668,289570,1,937130,59954,37.81,35.72
101138550,3,2,210,705,376289,1,937130,58175,37.81,35.72
101138552,4,2,182,670,343311,1,933332,54515,37.81,35.72
101141570,0,2,207,701,250435,1,634986,54367,37.81,35.72
101141571,1,2,184,673,343079,1,960247,52310,37.81,35.72
101141573,2,2,186,676,291635,1,951512,59529,37.81,35.72
101141574,3,2,218,716,374764,1,927663,57607,37.81,35.72
101141576,4,2,189,679,334706,1,938400,54037,37.81,35.72
101144592,0,2,182,671,251284,1,634127,55973,37.82,35.75
101144593,1,2,188,678,340073,1,943176,52080,37.82,35.75
101144595,2,2,182,670,291142,1,941262,59853,37.82,35.75
101144596,3,2,206,700,372993,1,917049,58451,37.82,35.75
101144598,4,2,179,667,329536,1,933016,54663,37.82,35.75
101147616,0,2,200,693,250690,1,632413,54811,37.83,35.73
101147617,1,2,177,664,344126,1,934596,52772,37.83,35.73
101147619,2,2,194,686,286839,1,923590,58968,37.83,35.73
101147620,3,2,210,705,373624,1,903494,58155,37.83,35.73
101147622,4,2,187,677,338466,1,943495,54147,37.83,35.73
101150638,0,2,179,667,246984,1,627934,56182,37.82,35.71
101150639,1,2,182,670,338810,1,920470,52434,37.82,35.71
101150641,2,2,201,695,288689,1,949903,58471,37.82,35.71
101150642,3,2,178,665,373245,1,921405,60402,37.82,35.71
101150644,4,2,181,669,337208,1,930178,54552,37.82,35.71
101153662,0,2,203,696,254021,1,627509,54626,37.78,35.70
101153663,1,2,200,693,335614,1,927035,51345,37.78,35.70
101153665,2,2,186,675,299538,1,947976,59550,37.78,35.70
101153666,3,2,195,687,369474,1,923903,59208,37.78,35.70
101153668,4,2,191,681,333463,1,935229,53928,37.78,35.70
101156684,0,2,206,701,254193,1,628572,54404,37.78,35.74
101156685,1,2,196,688,341573,1,924842,51589,37.78,35.74
101156687,2,2,167,650,292030,1,944773,60998,37.78,35.74
101156688,3,2,218,716,378204,1,928605,57607,37.78,35.74
101156690,4,2,190,680,333463,1,944454,53982,37.78,35.74
101159708,0,2,213,709,249505,1,626660,53964,37.77,35.73
101159709,1,2,201,695,343428,1,927977,51241,37.77,35.73
101159711,2,2,194,686,291241,1,936813,58968,37.77,35.73
101159712,3,2,176,663,376799,1,916429,60566,37.77,35.73
101159714,4,2,189,679,332448,1,964155,54019,37.77,35.73
101162732,0,2,207,702,248662,1,627509,54331,37.76,35.76
101162733,1,2,194,685,342615,1,945093,51711,37.76,35.76
101162735,2,2,193,684,299032,1,939353,59048,37.76,35.76
101162736,3,2,201,695,379744,1,918913,58749,37.76,35.76
101162738,4,2,192,683,332224,1,972019,53855,37.76,35.76
101165754,0,2,219,717,254882,1,621170,53582,37.75,35.78
101165755,1,2,180,668,348580,1,954738,52540,37.75,35.78
101165757,2,2,189,679,291438,1,939035,59368,37.75,35.78
101165758,3,2,210,706,380001,1,913023,58136,37.75,35.78
101165760,4,2,192,683,337665,1,939671,53855,37.75,35.78
101168778,0,2,203,696,251455,1,624543,54626,37.74,35.78
101168779,1,2,194,685,338466,1,932385,51711,37.74,35.78
101168781,2,2,195,687,294512,1,958623,58928,37.74,35.78
101168782,3,2,193,684,374257,1,911788,59348,37.74,35.78
101168784,4,2,181,668,329647,1,955061,54589,37.74,35.78
101171800,0,2,218,715,253677,1,630489,53673,37.77,35.78
101171801,1,2,169,653,335500,1,922341,53293,37.77,35.78
101171803,2,2,185,674,293914,1,944773,59650,37.77,35.78
101171804,3,2,196,689,372866,1,937447,59088,37.77,35.78
101171806,4,2,181,668,337893,1,924529,54589,37.77,35.78
101174833,0,2,186,675,256179,1,631130,55746,37.76,35.78
101174836,1,2,167,651,346698,1,927977,53419,37.76,35.78
101174837,2,2,205,700,294911,1,939353,58195,37.76,35.78
101174839,3,2,184,673,371104,1,917670,59954,37.76,35.78
101174840,4,2,172,657,325545,1,946373,55202,37.76,35.78
101177856,0,2,188,678,249336,1,627509,55558,37.79,35.77
101177857,1,2,196,689,343195,1,940944,51536,37.79,35.77
101177859,2,2,199,692,293318,1,963176,58650,37.79,35.77
101177860,3,2,196,688,383230,1,927035,59108,37.79,35.77
101177862,4,2,202,695,341342,1,937765,53220,37.79,35.77
101180880,0,3,229,728,259759,1,631771,53005,37.80,35.74
101180881,1,2,198,690,343660,1,939035,51449,37.80,35.74
101180883,2,2,186,675,295111,1,945413,59550,37.80,35.74
101180884,3,2,200,693,377693,1,923278,58848,37.80,35.74
101180886,4,2,174,660,336980,1,946373,55015,37.80,35.74
101183902,0,2,212,708,251029,1,632627,54019,37.84,35.75
101183903,1,2,181,669,335614,1,931123,52487,37.84,35.75
101183905,2,2,191,682,289374,1,942219,59208,37.84,35.75
101183906,3,2,186,675,374510,1,932700,59853,37.84,35.75
101183908,4,2,189,679,328756,1,959273,54037,37.84,35.75
101186926,0,2,216,712,260904,1,630276,53818,37.83,35.69
101186927,1,2,187,677,340880,1,934596,52115,37.83,35.69
101186929,2,2,177,664,292426,1,948618,60198,37.83,35.69
101186930,3,2,184,672,376162,1,918913,60015,37.83,35.69
101186932,4,2,195,687,333124,1,959273,53655,37.83,35.69
101189948,0,2,197,690,259144,1,623487,54959,37.81,35.71
101189949,1,2,172,657,347520,1,943495,53095,37.81,35.71
101189951,2,2,198,690,290748,1,951512,58709,37.81,35.71
101189952,3,2,192,683,380387,1,942538,59429,37.81,35.71
101189954,4,2,190,681,334933,1,919536,53964,37.81,35.71
101192972,0,2,198,691,255919,1,615519,54922,37.77,35.74
101192973,1,2,205,699,342036,1,955708,51016,37.77,35.74
101192975,2,2,187,677,290945,1,943814,59489,37.77,35.74
101192976,3,2,197,689,374891,1,916739,59048,37.77,35.74
101192978,4,2,199,692,338122,1,937447,53401,37.77,35.74
101195996,0,2,192,683,254021,1,633698,55295,37.84,35.78
101195997,1,2,179,666,339958,1,951190,52665,37.84,35.78
101195999,2,2,207,702,291833,1,939353,58057,37.84,35.78
101196000,3,2,201,694,384399,1,914570,58789,37.84,35.78
101196002,4,2,189,679,336980,1,931123,54037,37.84,35.78
101199018,0,2,215,711,253505,1,623487,53855,37.80,35.75
101199019,1,2,186,675,342036,1,969062,52186,37.80,35.75
101199021,2,2,200,694,288299,1,936179,58531,37.80,35.75
101199022,3,2,215,711,376162,1,932385,57841,37.80,35.75
101199024,4,2,183,671,336069,1,964155,54441,37.80,35.75
101202042,0,2,189,679,254279,1,624965,55502,37.81,35.71
101202043,1,2,186,676,345292,1,925468,52168,37.81,35.71
101202045,2,2,175,661,292129,1,937447,60382,37.81,35.71
101202046,3,2,210,706,370978,1,928291,58136,37.81,35.71
101202048,4,2,171,656,338466,1,957975,55258,37.81,35.71
101205064,0,2,184,673,245152,1,623487,55860,37.79,35.81
101205065,1,2,192,684,347520,1,945093,51781,37.79,35.81
101205067,2,2,177,664,292426,1,949582,60198,37.79,35.81
101205068,3,2,167,650,375526,1,922029,61288,37.79,35.81
