Time(ms),Sensor,AQI,TVOC,ECO2,Rs0,Rs1,Rs2,Rs3,Temp(C),Humidity(%)
19639014,4,1,16,400,199827,1,480448,64370,43.39,22.77
19642030,0,1,8,400,169405,1,295610,67175,43.39,22.74
19642031,1,1,12,400,197809,1,440722,63247,43.39,22.74
19642033,2,1,24,400,173525,1,471747,69276,43.39,22.74
19642034,3,1,9,400,241038,1,513053,72588,43.39,22.74
19642036,4,1,13,400,206287,1,481588,64917,43.39,22.74
19645054,0,1,12,400,167466,1,294811,66474,43.44,22.74
19645055,1,1,8,400,199557,1,433767,63806,43.44,22.74
19645057,2,1,0,400,176606,1,477854,73478,43.44,22.74
19645058,3,1,19,400,243416,1,517238,70985,43.44,22.74
19645060,4,1,6,400,202140,1,483221,65958,43.44,22.74
19648076,0,1,18,400,164768,1,300147,65536,43.43,22.70
19648077,1,1,13,400,198547,1,432594,62991,43.43,22.70
19648079,2,1,13,400,175474,1,457594,70961,43.43,22.70
19648080,3,1,1,400,245650,1,508214,74052,43.43,22.70
19648082,4,1,8,400,201662,1,478987,65713,43.43,22.70
19651100,0,1,6,400,167070,1,293914,67403,43.36,22.73
19651101,1,1,7,400,198211,1,442216,63979,43.36,22.73
19651103,2,1,6,400,175118,1,476562,72196,43.36,22.73
19651104,3,1,16,400,245567,1,509247,71491,43.36,22.73
19651106,4,1,7,400,201185,1,473507,65780,43.36,22.73
19654122,0,1,4,400,168490,1,296011,67814,43.35,22.74
19654123,1,1,0,400,198144,1,432009,65270,43.35,22.74
19654125,2,1,1,400,173349,1,473026,73131,43.35,22.74
19654126,3,1,10,400,243911,1,505983,72417,43.35,22.74
19654128,4,1,6,400,200844,1,486174,66025,43.35,22.74
19657146,0,1,11,400,162497,1,292525,66654,43.33,22.75
19657147,1,1,15,400,201457,1,439977,62821,43.33,22.75
19657149,2,1,1,400,178468,1,477854,73057,43.33,22.75
19657150,3,1,1,400,244820,1,523578,74027,43.33,22.75
19657152,4,1,4,400,200505,1,478339,66384,43.33,22.75
19660168,0,1,10,400,169061,1,295310,66789,43.31,22.75
19660169,1,1,14,400,200301,1,438936,62991,43.31,22.75
19660171,2,1,5,400,177565,1,479636,72441,43.31,22.75
19660172,3,1,8,400,246984,1,508042,72834,43.31,22.75
19660174,4,1,5,400,200709,1,484531,66160,43.31,22.75
19663192,0,1,9,400,169233,1,298324,67016,43.29,22.74
19663193,1,1,10,400,199827,1,439531,63569,43.29,22.74
19663195,2,1,12,400,177926,1,474630,71177,43.29,22.74
19663196,3,1,2,400,242840,1,505469,73503,43.29,22.74
19663198,4,1,14,400,197074,1,481588,64808,43.29,22.74
19666214,0,1,0,400,165775,1,288201,68925,43.35,22.76
19666215,1,1,3,400,197742,1,443415,64654,43.35,22.76
19666217,2,1,7,400,179316,1,475756,72099,43.35,22.76
19666218,3,1,0,400,246233,1,506154,75240,43.35,22.76
19666220,4,1,1,400,201389,1,483221,66744,43.35,22.76
19669238,0,1,8,400,167580,1,288299,67175,43.32,22.71
19669239,1,1,4,400,198278,1,439828,64501,43.32,22.71
19669241,2,1,13,400,177685,1,484367,71081,43.32,22.71
19669242,3,1,2,400,244241,1,516713,73902,43.32,22.71
19669244,4,1,3,400,204134,1,489476,66429,43.32,22.71
19672260,0,1,5,400,168262,1,290748,67631,43.33,22.72
19672261,1,1,14,400,200369,1,441917,62991,43.33,22.72
19672263,2,1,1,400,174113,1,480611,73131,43.33,22.72
19672264,3,1,1,400,243333,1,515315,74153,43.33,22.72
19672266,4,1,4,400,203032,1,486667,66316,43.33,22.72
19675284,0,1,12,400,169577,1,293417,66496,43.36,22.72
19675285,1,1,7,400,200234,1,432741,64044,43.36,22.72
19675287,2,1,5,400,173583,1,469041,72441,43.36,22.72
19675288,3,1,2,400,245900,1,504956,74027,43.36,22.72
19675290,4,1,0,400,201525,1,486667,67562,43.36,22.72
19678306,0,1,4,400,161182,1,289962,67814,43.41,22.68
19678307,1,1,5,400,201048,1,446125,64305,43.41,22.68
19678309,2,1,8,400,173877,1,466350,71904,43.41,22.68
19678310,3,1,4,400,245235,1,519342,73528,43.41,22.68
19678312,4,1,9,400,196807,1,484531,65580,43.41,22.68
19681330,0,1,8,400,171191,1,293120,67198,43.39,22.67
19681331,1,1,5,400,200844,1,432301,64370,43.39,22.67
19681333,2,1,11,400,178106,1,481588,71370,43.39,22.67
19681334,3,1,19,400,244241,1,512186,70985,43.39,22.67
19681336,4,1,10,400,199422,1,486503,65314,43.39,22.67
19684352,0,1,4,400,168490,1,299538,67860,43.35,22.72
19684353,1,1,5,400,199963,1,441768,64327,43.35,22.72
19684355,2,1,8,400,176188,1,457904,71928,43.35,22.72
19684356,3,1,0,400,246650,1,509937,74278,43.35,22.72
19684358,4,1,14,400,198479,1,486009,64742,43.35,22.72
19687376,0,1,4,400,167636,1,296914,67906,43.37,22.69
19687377,1,1,11,400,200709,1,436713,63397,43.37,22.69
19687379,2,1,0,400,176845,1,466192,73379,43.37,22.69
19687380,3,1,8,400,240305,1,512012,72810,43.37,22.69
19687382,4,1,6,400,202620,1,484367,65936,43.37,22.69
19690400,0,1,8,400,168490,1,294313,67175,43.35,22.69
19690401,1,1,9,400,198345,1,441319,63655,43.35,22.69
19690403,2,1,2,400,175177,1,477854,73057,43.35,22.69
19690404,3,1,20,400,244738,1,513053,70889,43.35,22.69
19690406,4,1,10,400,198748,1,480774,65380,43.35,22.69
19693422,0,1,11,400,164100,1,294612,66677,43.36,22.70
19693423,1,1,7,400,199760,1,445371,63979,43.36,22.70
19693425,2,1,5,400,176486,1,477207,72441,43.36,22.70
19693426,3,1,7,400,245900,1,501720,73007,43.36,22.70
19693428,4,1,3,400,201867,1,482077,66474,43.36,22.70
19696446,0,1,0,400,169749,1,295911,69182,43.29,22.70
19696447,1,1,2,400,196807,1,438045,64851,43.29,22.70
19696449,2,1,11,400,179498,1,478987,71346,43.29,22.70
19696450,3,1,19,400,246901,1,506840,71057,43.29,22.70
19696452,4,1,11,400,198950,1,478177,65248,43.29,22.70
19699468,0,1,7,400,168034,1,295111,67334,43.28,22.71
19699469,1,1,7,400,197876,1,445069,64066,43.28,22.71
19699471,2,1,11,400,173819,1,482730,71394,43.28,22.71
19699472,3,1,16,400,243004,1,512186,71491,43.28,22.71
19699474,4,1,15,400,198883,1,479311,64567,43.28,22.71
19702492,0,1,11,400,168946,1,292921,66722,43.24,22.73
19702493,1,1,11,400,197608,1,446578,63333,43.24,22.73
19702495,2,1,2,400,176725,1,479149,72933,43.24,22.73
19702496,3,1,11,400,246984,1,515490,72417,43.24,22.73
19702498,4,1,3,400,205173,1,481099,66541,43.24,22.73
19705514,0,1,7,400,169921,1,296613,67311,43.23,22.73
19705515,1,1,9,400,198144,1,440871,63677,43.23,22.73
19705517,2,1,0,400,176785,1,474148,74455,43.23,22.73
19705518,3,1,19,400,245152,1,513748,70961,43.23,22.73
19705520,4,1,6,400,199220,1,479636,66070,43.23,22.73
19708538,0,1,1,400,165103,1,296412,68460,43.24,22.76
19708539,1,1,4,400,196474,1,439531,64479,43.24,22.76
19708541,2,1,16,400,175296,1,485351,70625,43.24,22.76
19708542,3,1,15,400,245401,1,520574,71661,43.24,22.76
19708544,4,1,13,400,203513,1,477692,64917,43.24,22.76
19711560,0,1,1,400,168832,1,298425,68391,43.28,22.73
19711561,1,1,1,400,196408,1,441021,64917,43.28,22.73
19711563,2,1,9,400,175474,1,474148,71782,43.28,22.73
19711564,3,1,15,400,253077,1,508558,71612,43.28,22.73
19711566,4,1,9,400,203169,1,475756,65536,43.28,22.73
19714584,0,1,13,400,169290,1,296914,66474,43.21,22.75
19714585,1,1,14,400,200234,1,445371,62948,43.21,22.75
19714587,2,1,14,400,175177,1,490969,70961,43.21,22.75
19714588,3,1,8,400,246150,1,514444,72908,43.21,22.75
19714590,4,1,11,400,200098,1,489476,65270,43.21,22.75
19717606,0,1,1,400,167353,1,294412,68344,43.23,22.74
19717607,1,1,13,400,200301,1,449307,63076,43.23,22.74
19717609,2,1,16,400,175771,1,470153,70506,43.23,22.74
19717610,3,1,4,400,246400,1,505812,73603,43.23,22.74
19717612,4,1,10,400,205103,1,478339,65336,43.23,22.74
19720630,0,1,7,400,165606,1,290453,67448,43.25,22.77
19720631,1,1,10,400,195678,1,444016,63548,43.25,22.77
19720633,2,1,8,400,176307,1,488483,71879,43.25,22.77
19720634,3,1,13,400,246233,1,516888,72074,43.25,22.77
19720636,4,1,4,400,199490,1,480286,66339,43.25,22.77
19723652,0,1,6,400,170960,1,296713,67494,43.22,22.74
19723653,1,1,15,400,197608,1,438194,62842,43.22,22.74
19723655,2,1,15,400,175474,1,478663,70769,43.22,22.74
19723656,3,1,10,400,246567,1,511147,72539,43.22,22.74
19723658,4,1,0,400,204826,1,477207,67448,43.22,22.74
19726676,0,1,4,400,167636,1,296914,67929,43.26,22.73
19726677,1,1,7,400,198950,1,437305,64023,43.26,22.73
19726679,2,1,4,400,177204,1,475917,72638,43.26,22.73
19726680,3,1,0,400,246066,1,513053,74404,43.26,22.73
19726682,4,1,9,400,200301,1,482077,65491,43.26,22.73
19729698,0,1,3,400,171307,1,294811,68114,43.29,22.78
19729699,1,1,10,400,201048,1,440424,63569,43.29,22.78
19729701,2,1,1,400,177444,1,481262,73230,43.29,22.78
19729702,3,1,7,400,247989,1,504956,73057,43.29,22.78
19729704,4,1,10,400,200098,1,481588,65469,43.29,22.78
19732722,0,1,8,400,167750,1,295911,67198,43.28,22.67
19732723,1,1,11,400,199017,1,438194,63483,43.28,22.67
19732725,2,1,5,400,174290,1,486338,72515,43.28,22.67
19732726,3,1,9,400,245152,1,508903,72785,43.28,22.67
19732728,4,1,13,400,203444,1,481588,64895,43.28,22.67
19735744,0,1,14,400,165606,1,294612,66339,43.27,22.70
19735745,1,1,14,400,196874,1,444016,63034,43.27,22.70
19735747,2,1,13,400,174231,1,471907,71057,43.27,22.70
19735748,3,1,7,400,244241,1,503421,73007,43.27,22.70
19735750,4,1,11,400,200369,1,484859,65226,43.27,22.70
19738768,0,1,12,400,168148,1,294014,66564,43.26,22.76
19738769,1,1,3,400,201389,1,445371,64611,43.26,22.76
19738771,2,1,11,400,177565,1,473026,71419,43.26,22.76
19738772,3,1,0,400,241610,1,517938,74530,43.26,22.76
19738774,4,1,6,400,199625,1,479636,66070,43.26,22.76
19741790,0,1,4,400,168718,1,297618,67837,43.28,22.68
19741791,1,1,7,400,199963,1,442666,64109,43.28,22.68
19741793,2,1,25,404,172121,1,472546,69089,43.28,22.68
19741794,3,1,1,400,245401,1,512532,74278,43.28,22.68
19741796,4,1,10,400,201321,1,468089,65380,43.28,22.68
19744816,0,1,12,400,167353,1,306304,66631,43.20,22.66
19744817,1,1,6,400,197742,1,444317,64175,43.20,22.66
19744819,2,1,18,400,177324,1,474951,70292,43.20,22.66
19744820,3,1,12,400,243911,1,513053,72245,43.20,22.66
19744822,4,1,9,400,203858,1,479961,65646,43.20,22.66
19747838,0,1,0,400,166675,1,300350,69464,43.23,22.71
19747839,1,1,8,400,199085,1,432887,63936,43.23,22.71
19747841,2,1,5,400,175296,1,484531,72417,43.23,22.71
19747842,3,1,9,400,243251,1,518464,72785,43.23,22.71
19747844,4,1,2,400,199760,1,480774,66677,43.23,22.71
19750862,0,1,12,400,166337,1,294412,66609,43.23,22.69
19750863,1,1,4,400,200437,1,443415,64479,43.23,22.69
19750865,2,1,0,400,179013,1,483057,73653,43.23,22.69
19750866,3,1,2,400,241937,1,510801,74103,43.23,22.69
19750868,4,1,3,400,208533,1,480774,66474,43.23,22.69
19753884,0,1,7,400,165718,1,297014,67334,43.20,22.66
19753885,1,1,0,400,199355,1,443115,65115,43.20,22.66
19753887,2,1,15,400,176307,1,471747,70793,43.20,22.66
19753888,3,1,6,400,244241,1,509247,73230,43.20,22.66
19753890,4,1,6,400,202963,1,467614,66070,43.20,22.66
19756908,0,1,5,400,168262,1,296914,67746,43.21,22.66
19756909,1,1,4,400,196474,1,443415,64501,43.21,22.66
19756911,2,1,9,400,171830,1,471747,71709,43.21,22.66
19756912,3,1,11,400,242922,1,515141,72417,43.21,22.66
19756914,4,1,11,400,206636,1,477046,65270,43.21,22.66
19759932,0,1,11,400,168946,1,295710,66789,43.23,22.68
19759933,1,1,0,400,197341,1,440275,65580,43.23,22.68
19759935,2,1,6,400,179195,1,468882,72245,43.23,22.68
19759936,3,1,6,400,241120,1,508042,73354,43.23,22.68
19759938,4,1,2,400,201185,1,478663,66654,43.23,22.68
19762954,0,1,1,400,165438,1,299640,68391,43.18,22.67
19762955,1,1,3,400,201867,1,439828,64654,43.18,22.67
19762957,2,1,0,400,173642,1,475917,73777,43.18,22.67
19762958,3,1,4,400,242019,1,515141,73578,43.18,22.67
19762960,4,1,2,400,197742,1,478339,66812,43.18,22.67
19765978,0,1,6,400,169175,1,296512,67517,43.24,22.73
19765979,1,1,10,400,199963,1,449307,63677,43.24,22.73
19765981,2,1,0,400,177204,1,473667,76524,43.24,22.73
19765982,3,1,6,400,245900,1,512186,73205,43.24,22.73
19765984,4,1,0,400,202963,1,478501,68114,43.24,22.73
19769000,0,1,0,400,167920,1,294911,68576,43.19,22.66
19769001,1,1,12,400,201525,1,429967,63226,43.19,22.66
19769003,2,1,15,400,176486,1,471109,70769,43.19,22.66
19769004,3,1,16,400,247235,1,502910,71564,43.19,22.66
19769006,4,1,16,400,204272,1,480774,64479,43.19,22.66
19772024,0,1,0,400,168376,1,293914,69581,43.20,22.71
19772025,1,1,3,400,199963,1,441768,64742,43.20,22.71
19772027,2,1,10,400,170497,1,476239,71612,43.20,22.71
19772028,3,1,13,400,242511,1,510628,72099,43.20,22.71
19772030,4,1,11,400,205938,1,481425,65314,43.20,22.71
19775046,0,1,11,400,166731,1,293616,66812,43.15,22.74
19775047,1,1,12,400,201185,1,434943,63312,43.15,22.74
19775049,2,1,3,400,172997,1,472546,72785,43.15,22.74
19775050,3,1,8,400,244572,1,508558,72908,43.15,22.74
19775052,4,1,9,400,197074,1,469994,65580,43.15,22.74
19778070,0,1,6,400,167523,1,297216,67562,43.15,22.71
19778071,1,1,9,400,196807,1,443565,63806,43.15,22.71
19778073,2,1,11,400,173936,1,490803,71419,43.15,22.71
19778074,3,1,6,400,246066,1,513748,73329,43.15,22.71
19778076,4,1,3,400,198010,1,483057,66496,43.15,22.71
19781092,0,1,11,400,166562,1,296412,66744,43.17,22.73
19781093,1,1,0,400,194555,1,441917,65713,43.17,22.73
19781095,2,1,11,400,176665,1,478339,71540,43.17,22.73
19781096,3,1,2,400,241692,1,516188,74128,43.17,22.73
19781098,4,1,11,400,201048,1,488152,65358,43.17,22.73
19784116,0,1,12,400,167070,1,296914,66631,43.17,22.76
19784117,1,1,13,400,199827,1,441768,63226,43.17,22.76
19784119,2,1,12,400,176905,1,478663,71274,43.17,22.76
19784120,3,1,4,400,242101,1,517938,73653,43.17,22.76
19784122,4,1,13,400,199355,1,487492,64983,43.17,22.76
19787138,0,1,8,400,164600,1,302390,67266,43.19,22.70
19787139,1,1,6,400,199085,1,445672,64283,43.19,22.70
19787141,2,1,6,400,177685,1,476239,72368,43.19,22.70
19787142,3,1,5,400,244324,1,517763,73578,43.19,22.70
19787144,4,1,8,400,202003,1,471907,65735,43.19,22.70
19790162,0,1,1,400,168661,1,301471,68437,43.16,22.70
19790163,1,1,7,400,199017,1,434649,64023,43.16,22.70
19790165,2,1,0,400,173760,1,473507,74884,43.16,22.70
19790166,3,1,0,400,242183,1,508386,74707,43.16,22.70
19790168,4,1,0,400,200505,1,480936,67084,43.16,22.70
19793184,0,1,5,400,169577,1,290748,67746,43.21,22.67
19793185,1,1,8,400,198345,1,445220,63979,43.21,22.67
19793187,2,1,10,400,169749,1,474309,71612,43.21,22.67
19793188,3,1,1,400,243087,1,511147,74153,43.21,22.67
19793190,4,1,1,400,201867,1,483221,66857,43.21,22.67
19796208,0,1,9,400,167013,1,296713,67198,43.23,22.73
19796209,1,1,9,400,197742,1,434502,63742,43.23,22.73
19796211,2,1,20,400,175236,1,470472,70054,43.23,22.73
19796212,3,1,12,400,241038,1,522516,72294,43.23,22.73
19796214,4,1,2,400,199963,1,469835,66744,43.23,22.73
19799230,0,1,9,400,167580,1,297517,67152,43.17,22.73
19799231,1,1,15,400,198278,1,433914,62927,43.17,22.73
19799233,2,1,8,400,177745,1,477207,71904,43.17,22.73
19799234,3,1,12,400,243004,1,502740,72221,43.17,22.73
19799236,4,1,11,400,198345,1,468406,65270,43.17,22.73
19802254,0,1,0,400,170671,1,295710,68576,43.16,22.70
19802255,1,1,6,400,195083,1,450525,64327,43.16,22.70
19802257,2,1,16,400,176845,1,471109,70625,43.16,22.70
19802258,3,1,22,400,239007,1,518289,70602,43.16,22.70
19802260,4,1,12,400,204618,1,478339,65093,43.16,22.70
19805276,0,1,0,400,165887,1,297417,68576,43.16,22.71
19805277,1,1,10,400,197876,1,446881,63634,43.16,22.71
19805279,2,1,14,400,176665,1,469200,70913,43.16,22.71
19805280,3,1,15,400,246567,1,519870,71806,43.16,22.71
19805282,4,1,13,400,200980,1,482077,64983,43.16,22.71
19808300,0,1,11,400,168262,1,296613,66744,43.13,22.71
19808301,1,1,3,400,200641,1,441021,64720,43.13,22.71
19808303,2,1,13,400,172763,1,479961,71081,43.13,22.71
19808304,3,1,15,400,240794,1,512879,71782,43.13,22.71
19808306,4,1,4,400,201457,1,474309,66384,43.13,22.71
19811322,0,1,6,400,168034,1,294911,67608,43.09,22.69
19811323,1,1,10,400,197341,1,435532,63699,43.09,22.69
19811325,2,1,7,400,173819,1,478339,72196,43.09,22.69
19811326,3,1,15,400,244241,1,510282,71758,43.09,22.69
19811328,4,1,11,400,199827,1,478825,65336,43.09,22.69
19814346,0,1,5,400,167466,1,291734,67723,43.12,22.74
19814347,1,1,7,400,199017,1,433767,64131,43.12,22.74
19814349,2,1,13,400,176606,1,478177,71153,43.12,22.74
19814350,3,1,28,409,246817,1,521103,69699,43.12,22.74
19814352,4,1,4,400,201798,1,477854,66496,43.12,22.74
19817368,0,1,6,400,165103,1,298425,67700,43.13,22.72
19817369,1,1,8,400,202483,1,441319,63979,43.13,22.72
19817371,2,1,12,400,179802,1,465561,71274,43.13,22.72
19817372,3,1,9,400,247989,1,521280,72736,43.13,22.72
19817374,4,1,4,400,207127,1,482567,66429,43.13,22.72
19820392,0,1,12,400,164322,1,296713,66631,43.14,22.73
19820393,1,1,14,400,197608,1,445974,63012,43.14,22.73
19820395,2,1,13,400,177504,1,462577,71105,43.14,22.73
19820396,3,1,2,400,242183,1,512012,74128,43.14,22.73
19820398,4,1,2,400,197341,1,479798,66722,43.14,22.73
19823414,0,1,1,400,169290,1,296512,68553,43.14,22.72
19823415,1,1,12,400,198614,1,435238,63376,43.14,22.72
19823417,2,1,4,400,176665,1,478177,72810,43.14,22.72
19823418,3,1,4,400,244903,1,504273,73628,43.14,22.72
19823420,4,1,3,400,200505,1,490305,66564,43.14,22.72
19826438,0,1,7,400,170555,1,296211,67403,43.18,22.71
19826439,1,1,17,400,199557,1,447334,62630,43.18,22.71
19826441,2,1,8,400,175296,1,473347,72099,43.18,22.71
19826442,3,1,0,400,241610,1,512012,74530,43.18,22.71
19826444,4,1,8,400,204757,1,488979,65869,43.18,22.71
19829460,0,1,4,400,168718,1,299538,67929,43.21,22.69
19829461,1,1,13,400,200573,1,432009,63247,43.21,22.69
19829463,2,1,6,400,177084,1,471747,72441,43.21,22.69
19829464,3,1,9,400,244655,1,514444,72810,43.21,22.69
19829466,4,1,4,400,201935,1,484695,66429,43.21,22.69
19832484,0,1,14,400,167636,1,294512,66316,43.14,22.74
19832485,1,1,16,400,198010,1,443265,62821,43.14,22.74
19832487,2,1,11,400,175296,1,479636,71491,43.14,22.74
19832488,3,1,10,400,242265,1,506154,72638,43.14,22.74
19832490,4,1,8,400,202620,1,482077,65735,43.14,22.74
19835508,0,1,0,400,168091,1,294014,68879,43.14,22.75
19835509,1,1,1,400,200234,1,444317,65093,43.14,22.75
19835511,2,1,0,400,178468,1,481751,73404,43.14,22.75
19835512,3,1,2,400,248999,1,511839,74027,43.14,22.75
19835514,4,1,8,400,198815,1,478501,65802,43.14,22.75
19838530,0,1,0,400,165718,1,295111,69019,43.15,22.72
19838531,1,1,1,400,197140,1,431132,65160,43.15,22.72
19838533,2,1,9,400,178771,1,479311,71855,43.15,22.72
19838534,3,1,7,400,245734,1,504615,73106,43.15,22.72
19838536,4,1,7,400,199963,1,479311,65914,43.15,22.72
19841554,0,1,11,400,166844,1,303005,66903,43.20,22.71
19841555,1,1,0,400,196940,1,445069,65691,43.20,22.71
19841557,2,1,5,400,176426,1,484203,72539,43.20,22.71
19841558,3,1,12,400,244986,1,508903,72343,43.20,22.71
19841560,4,1,6,400,198614,1,480448,66070,43.20,22.71
19844576,0,1,0,400,167353,1,299335,69629,43.12,22.68
19844577,1,1,7,400,199287,1,442366,64175,43.12,22.68
19844579,2,1,9,400,176665,1,485680,71928,43.12,22.68
19844580,3,1,10,400,242347,1,504103,72588,43.12,22.68
19844582,4,1,8,400,201594,1,479636,65847,43.12,22.68
19847600,0,1,4,400,164879,1,299842,67975,43.17,22.67
19847601,1,1,11,400,199760,1,440275,63483,43.17,22.67
19847603,2,1,0,400,178167,1,483221,73478,43.17,22.67
19847604,3,1,9,400,240549,1,518815,72785,43.17,22.67
19847606,4,1,7,400,201185,1,483548,66003,43.17,22.67
19850622,0,1,3,400,169175,1,297216,68137,43.20,22.62
19850623,1,1,11,400,198547,1,443415,63462,43.20,22.62
19850625,2,1,14,400,176307,1,479149,70985,43.20,22.62
19850626,3,1,0,400,246483,1,513748,75036,43.20,22.62
19850628,4,1,0,400,201935,1,485351,67448,43.20,22.62
19853646,0,1,2,400,170152,1,294811,68321,43.12,22.64
19853647,1,1,0,400,198479,1,446427,65958,43.12,22.64
19853649,2,1,5,400,179073,1,474309,72539,43.12,22.64
19853650,3,1,9,400,243993,1,512186,72908,43.12,22.64
19853652,4,1,6,400,199017,1,481914,66204,43.12,22.64
19856668,0,1,10,400,165382,1,297014,66993,43.20,22.70
19856669,1,1,18,400,200369,1,437453,62460,43.20,22.70
19856671,2,1,1,400,176307,1,476562,73379,43.20,22.70
19856672,3,1,6,400,246984,1,515490,73329,43.20,22.70
19856674,4,1,1,400,200980,1,480448,66993,43.20,22.70
19859692,0,1,0,400,166280,1,299335,68716,43.25,22.60
19859693,1,1,11,400,197474,1,439977,63548,43.25,22.60
19859695,2,1,11,400,179741,1,467140,71564,43.25,22.60
19859696,3,1,7,400,239899,1,506668,73255,43.25,22.60
19859698,4,1,11,400,200437,1,480936,65336,43.25,22.60
19862714,0,1,1,400,167183,1,298021,68530,43.24,22.64
19862715,1,1,9,400,199625,1,447789,63893,43.24,22.64
19862717,2,1,8,400,179316,1,480774,72050,43.24,22.64
19862718,3,1,0,400,243663,1,516713,74758,43.24,22.64
19862720,4,1,6,400,202963,1,486338,66160,43.24,22.64
19865738,0,1,7,400,167807,1,295911,67494,43.24,22.61
19865739,1,1,15,400,198077,1,437305,62970,43.24,22.61
19865741,2,1,10,400,177625,1,470631,71685,43.24,22.61
19865742,3,1,3,400,242429,1,505127,73877,43.24,22.61
19865744,4,1,9,400,204757,1,484859,65624,43.24,22.61
19868760,0,1,6,400,169233,1,296211,67608,43.30,22.56
19868761,1,1,17,400,199963,1,449459,62630,43.30,22.56
19868763,2,1,12,400,176128,1,471907,71394,43.30,22.56
19868764,3,1,5,400,239899,1,500363,73528,43.30,22.56
19868766,4,1,2,400,203720,1,493468,66903,43.30,22.56
19871784,0,1,9,400,169921,1,302902,67198,43.31,22.54
19871785,1,1,4,400,200234,1,447789,64632,43.31,22.54
19871787,2,1,2,400,170382,1,482567,73131,43.31,22.54
19871788,3,1,7,400,247905,1,509247,73156,43.31,22.54
19871790,4,1,5,400,205034,1,485516,66294,43.31,22.54
19874806,0,1,0,400,169979,1,297417,69464,43.32,22.59
19874807,1,1,16,400,199355,1,437453,62842,43.32,22.59
19874809,2,1,10,400,178468,1,470950,71661,43.32,22.59
19874810,3,1,5,400,241610,1,509937,73628,43.32,22.59
19874812,4,1,17,400,203238,1,472546,64501,43.32,22.59
19877830,0,1,3,400,164378,1,296613,68114,43.28,22.53
19877831,1,1,14,400,199963,1,446881,63012,43.28,22.53
19877833,2,1,0,400,177805,1,474309,73977,43.28,22.53
19877834,3,1,3,400,247152,1,507011,73902,43.28,22.53
